"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Variável"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Quantidade produzida (Toneladas)";"Valor da produção (Mil Reais)"
"São Paulo";"2006";"Centeio (em grão)";"-";"-"
"São Paulo";"2006";"Cevada (em grão)";"-";"-"
"São Paulo";"2006";"Chá-da-índia (folha verde)";"17430";"8366"
"São Paulo";"2006";"Coco-da-baía*";"31035";"19777"
"São Paulo";"2006";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2006";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2006";"Ervilha (em grão)";"-";"-"
"São Paulo";"2006";"Fava (em grão)";"-";"-"
"São Paulo";"2006";"Feijão (em grão)";"296270";"360267"
"São Paulo";"2006";"Figo";"9583";"24925"
"São Paulo";"2006";"Fumo (em folha)";"110";"58"
"São Paulo";"2006";"Girassol (em grão)";"-";"-"
"São Paulo";"2006";"Goiaba";"118520";"74549"
"São Paulo";"2006";"Guaraná (semente)";"-";"-"
"São Paulo";"2006";"Juta (fibra)";"-";"-"
"São Paulo";"2006";"Laranja";"14367011";"4246338"
"São Paulo";"2006";"Limão";"814149";"210452"
"São Paulo";"2006";"Linho (semente)";"-";"-"
"São Paulo";"2006";"Maçã";"2080";"863"
"São Paulo";"2006";"Malva (fibra)";"-";"-"
"São Paulo";"2006";"Mamão";"10182";"3433"
"São Paulo";"2006";"Mamona (baga)";"2890";"2042"
"São Paulo";"2006";"Mandioca";"1105850";"140810"
"São Paulo";"2006";"Manga";"156954";"54912"
"São Paulo";"2006";"Maracujá";"23458";"20788"
"São Paulo";"2006";"Marmelo";"-";"-"
"São Paulo";"2006";"Melancia";"148545";"48656"
"São Paulo";"2006";"Melão";"288";"177"
"São Paulo";"2006";"Milho (em grão)";"4378380";"1040879"
"São Paulo";"2006";"Noz (fruto seco)";"57";"567"
"São Paulo";"2006";"Palmito";"16769";"42147"
"São Paulo";"2006";"Pera";"3968";"3948"
"São Paulo";"2006";"Pêssego";"44379";"56145"
"São Paulo";"2006";"Pimenta-do-reino";"-";"-"
"São Paulo";"2006";"Rami (fibra)";"-";"-"
"São Paulo";"2006";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2006";"Soja (em grão)";"1648100";"658320"
"São Paulo";"2006";"Sorgo (em grão)";"220600";"42636"
"São Paulo";"2006";"Tangerina";"564359";"186459"
"São Paulo";"2006";"Tomate";"672330";"301337"
"São Paulo";"2006";"Trigo (em grão)";"102690";"33382"
"São Paulo";"2006";"Triticale (em grão)";"71200";"18809"
"São Paulo";"2006";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2006";"Urucum (semente)";"1848";"5466"
"São Paulo";"2006";"Uva";"195357";"265742"
"São Paulo";"2007";"Abacate";"70812";"29402"
"São Paulo";"2007";"Abacaxi*";"108552";"76161"
"São Paulo";"2007";"Açaí";"...";"..."
"São Paulo";"2007";"Alfafa fenada";"...";"..."
"São Paulo";"2007";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2007";"Algodão herbáceo (em caroço)";"118101";"132286"
"São Paulo";"2007";"Alho";"1671";"3615"
"São Paulo";"2007";"Amendoim (em casca)";"211551";"192226"
"São Paulo";"2007";"Arroz (em casca)";"87744";"48810"
"São Paulo";"2007";"Aveia (em grão)";"-";"-"
"São Paulo";"2007";"Azeitona";"-";"-"
"São Paulo";"2007";"Banana (cacho)";"1121261";"354296"
"São Paulo";"2007";"Batata-doce";"45296";"21088"
"São Paulo";"2007";"Batata-inglesa";"921742";"652218"
"São Paulo";"2007";"Borracha (látex coagulado)";"102617";"181247"
"São Paulo";"2007";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2007";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2007";"Café (em grão) Total";"234551";"860545"
"São Paulo";"2007";"Café (em grão) Arábica";"...";"..."
"São Paulo";"2007";"Café (em grão) Canephora";"...";"..."
"São Paulo";"2007";"Caju";"...";"..."
"São Paulo";"2007";"Cana-de-açúcar";"329095578";"11038189"
"São Paulo";"2007";"Cana para forragem";"...";"..."
"São Paulo";"2007";"Caqui";"80101";"69245"
"São Paulo";"2007";"Castanha de caju";"-";"-"
"São Paulo";"2007";"Cebola";"178561";"111694"
"São Paulo";"2007";"Centeio (em grão)";"-";"-"
"São Paulo";"2007";"Cevada (em grão)";"-";"-"
"São Paulo";"2007";"Chá-da-índia (folha verde)";"3476";"1808"
"São Paulo";"2007";"Coco-da-baía*";"33759";"24007"
"São Paulo";"2007";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2007";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2007";"Ervilha (em grão)";"-";"-"
"São Paulo";"2007";"Fava (em grão)";"-";"-"
"São Paulo";"2007";"Feijão (em grão)";"247840";"434304"
"São Paulo";"2007";"Figo";"6625";"12742"
"São Paulo";"2007";"Fumo (em folha)";"152";"1176"
"São Paulo";"2007";"Girassol (em grão)";"-";"-"
"São Paulo";"2007";"Goiaba";"102965";"62106"
"São Paulo";"2007";"Guaraná (semente)";"-";"-"
"São Paulo";"2007";"Juta (fibra)";"-";"-"
"São Paulo";"2007";"Laranja";"14904621";"4128075"
"São Paulo";"2007";"Limão";"803140";"233114"
"São Paulo";"2007";"Linho (semente)";"-";"-"
"São Paulo";"2007";"Maçã";"2052";"852"
"São Paulo";"2007";"Malva (fibra)";"-";"-"
"São Paulo";"2007";"Mamão";"10900";"4528"
"São Paulo";"2007";"Mamona (baga)";"2229";"1604"
"São Paulo";"2007";"Mandioca";"1026732";"184719"
"São Paulo";"2007";"Manga";"193151";"72074"
"São Paulo";"2007";"Maracujá";"25675";"19761"
"São Paulo";"2007";"Marmelo";"-";"-"
"São Paulo";"2007";"Melancia";"179520";"64407"
"São Paulo";"2007";"Melão";"553";"599"
"São Paulo";"2007";"Milho (em grão)";"4190573";"1438124"
"São Paulo";"2007";"Noz (fruto seco)";"74";"616"
"São Paulo";"2007";"Palmito";"1933";"6426"
"São Paulo";"2007";"Pera";"2700";"2971"
"São Paulo";"2007";"Pêssego";"38537";"52315"
"São Paulo";"2007";"Pimenta-do-reino";"-";"-"
"São Paulo";"2007";"Rami (fibra)";"-";"-"
"São Paulo";"2007";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2007";"Soja (em grão)";"1243833";"679516"
"São Paulo";"2007";"Sorgo (em grão)";"187269";"52195"
"São Paulo";"2007";"Tangerina";"510778";"184178"
"São Paulo";"2007";"Tomate";"763227";"485355"
"São Paulo";"2007";"Trigo (em grão)";"105159";"45827"
"São Paulo";"2007";"Triticale (em grão)";"65495";"17303"
"São Paulo";"2007";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2007";"Urucum (semente)";"3833";"12612"
"São Paulo";"2007";"Uva";"198123";"313175"
"São Paulo";"2008";"Abacate";"69904";"24723"
"São Paulo";"2008";"Abacaxi*";"69086";"35807"
"São Paulo";"2008";"Açaí";"...";"..."
"São Paulo";"2008";"Alfafa fenada";"...";"..."
"São Paulo";"2008";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2008";"Algodão herbáceo (em caroço)";"55573";"49215"
"São Paulo";"2008";"Alho";"1717";"4757"
"São Paulo";"2008";"Amendoim (em casca)";"238437";"252040"
"São Paulo";"2008";"Arroz (em casca)";"81962";"52550"
"São Paulo";"2008";"Aveia (em grão)";"-";"-"
"São Paulo";"2008";"Azeitona";"-";"-"
"São Paulo";"2008";"Banana (cacho)";"1225083";"427618"
"São Paulo";"2008";"Batata-doce";"55335";"31851"
"São Paulo";"2008";"Batata-inglesa";"756089";"586483"
"São Paulo";"2008";"Borracha (látex coagulado)";"111833";"245511"
"São Paulo";"2008";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2008";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2008";"Café (em grão) Total";"256011";"881023"
"São Paulo";"2008";"Café (em grão) Arábica";"...";"..."
"São Paulo";"2008";"Café (em grão) Canephora";"...";"..."
"São Paulo";"2008";"Caju";"...";"..."
"São Paulo";"2008";"Cana-de-açúcar";"386061274";"11258701"
"São Paulo";"2008";"Cana para forragem";"...";"..."
"São Paulo";"2008";"Caqui";"88222";"71021"
"São Paulo";"2008";"Castanha de caju";"-";"-"
"São Paulo";"2008";"Cebola";"187937";"107141"
"São Paulo";"2008";"Centeio (em grão)";"-";"-"
"São Paulo";"2008";"Cevada (em grão)";"-";"-"
"São Paulo";"2008";"Chá-da-índia (folha verde)";"19268";"6970"
"São Paulo";"2008";"Coco-da-baía*";"36543";"27579"
"São Paulo";"2008";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2008";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2008";"Ervilha (em grão)";"-";"-"
"São Paulo";"2008";"Fava (em grão)";"-";"-"
"São Paulo";"2008";"Feijão (em grão)";"283954";"635426"
"São Paulo";"2008";"Figo";"4804";"9608"
"São Paulo";"2008";"Fumo (em folha)";"177";"107"
"São Paulo";"2008";"Girassol (em grão)";"-";"-"
"São Paulo";"2008";"Goiaba";"89772";"53432"
"São Paulo";"2008";"Guaraná (semente)";"-";"-"
"São Paulo";"2008";"Juta (fibra)";"-";"-"
"São Paulo";"2008";"Laranja";"14537610";"3996018"
"São Paulo";"2008";"Limão";"751208";"224849"
"São Paulo";"2008";"Linho (semente)";"-";"-"
"São Paulo";"2008";"Maçã";"2037";"958"
"São Paulo";"2008";"Malva (fibra)";"-";"-"
"São Paulo";"2008";"Mamão";"11494";"7059"
"São Paulo";"2008";"Mamona (baga)";"1426";"957"
"São Paulo";"2008";"Mandioca";"1038400";"208266"
"São Paulo";"2008";"Manga";"207930";"75475"
"São Paulo";"2008";"Maracujá";"20544";"18501"
"São Paulo";"2008";"Marmelo";"-";"-"
"São Paulo";"2008";"Melancia";"143879";"50232"
"São Paulo";"2008";"Melão";"1242";"1135"
"São Paulo";"2008";"Milho (em grão)";"4681177";"1621556"
"São Paulo";"2008";"Noz (fruto seco)";"8";"36"
"São Paulo";"2008";"Palmito";"17274";"48078"
"São Paulo";"2008";"Pera";"2189";"2436"
"São Paulo";"2008";"Pêssego";"41245";"51437"
"São Paulo";"2008";"Pimenta-do-reino";"-";"-"
"São Paulo";"2008";"Rami (fibra)";"-";"-"
"São Paulo";"2008";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2008";"Soja (em grão)";"1446108";"995494"
"São Paulo";"2008";"Sorgo (em grão)";"144124";"48255"
"São Paulo";"2008";"Tangerina";"421122";"144321"
"São Paulo";"2008";"Tomate";"770804";"569496"
"São Paulo";"2008";"Trigo (em grão)";"169888";"76062"
"São Paulo";"2008";"Triticale (em grão)";"69530";"24651"
"São Paulo";"2008";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2008";"Urucum (semente)";"2151";"6292"
"São Paulo";"2008";"Uva";"193534";"277262"
"São Paulo";"2009";"Abacate";"74193";"27436"
"São Paulo";"2009";"Abacaxi*";"68401";"29917"
"São Paulo";"2009";"Açaí";"...";"..."
"São Paulo";"2009";"Alfafa fenada";"...";"..."
"São Paulo";"2009";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2009";"Algodão herbáceo (em caroço)";"37278";"68951"
"São Paulo";"2009";"Alho";"2790";"4014"
"São Paulo";"2009";"Amendoim (em casca)";"184257";"175992"
"São Paulo";"2009";"Arroz (em casca)";"58346";"37224"
"São Paulo";"2009";"Aveia (em grão)";"-";"-"
"São Paulo";"2009";"Azeitona";"-";"-"
"São Paulo";"2009";"Banana (cacho)";"1257539";"454971"
"São Paulo";"2009";"Batata-doce";"45307";"30338"
"São Paulo";"2009";"Batata-inglesa";"682467";"588112"
"São Paulo";"2009";"Borracha (látex coagulado)";"122318";"240715"
"São Paulo";"2009";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2009";"Cacau (em amêndoa)";"8";"8"
"São Paulo";"2009";"Café (em grão) Total";"198101";"703434"
"São Paulo";"2009";"Café (em grão) Arábica";"...";"..."
"São Paulo";"2009";"Café (em grão) Canephora";"...";"..."
"São Paulo";"2009";"Caju";"...";"..."
"São Paulo";"2009";"Cana-de-açúcar";"408451088";"13480227"
"São Paulo";"2009";"Cana para forragem";"...";"..."
"São Paulo";"2009";"Caqui";"85905";"76164"
"São Paulo";"2009";"Castanha de caju";"-";"-"
"São Paulo";"2009";"Cebola";"211286";"154238"
"São Paulo";"2009";"Centeio (em grão)";"-";"-"
"São Paulo";"2009";"Cevada (em grão)";"-";"-"
"São Paulo";"2009";"Chá-da-índia (folha verde)";"18984";"7606"
"São Paulo";"2009";"Coco-da-baía*";"35260";"22165"
"São Paulo";"2009";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2009";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2009";"Ervilha (em grão)";"22";"37"
"São Paulo";"2009";"Fava (em grão)";"-";"-"
"São Paulo";"2009";"Feijão (em grão)";"292684";"520138"
"São Paulo";"2009";"Figo";"4998";"9578"
"São Paulo";"2009";"Fumo (em folha)";"186";"108"
"São Paulo";"2009";"Girassol (em grão)";"806";"327"
"São Paulo";"2009";"Goiaba";"79705";"51562"
"São Paulo";"2009";"Guaraná (semente)";"-";"-"
"São Paulo";"2009";"Juta (fibra)";"-";"-"
"São Paulo";"2009";"Laranja";"13642165";"3235004"
"São Paulo";"2009";"Limão";"674104";"230300"
"São Paulo";"2009";"Linho (semente)";"-";"-"
"São Paulo";"2009";"Maçã";"1770";"809"
"São Paulo";"2009";"Malva (fibra)";"-";"-"
"São Paulo";"2009";"Mamão";"6064";"4011"
"São Paulo";"2009";"Mamona (baga)";"260";"207"
"São Paulo";"2009";"Mandioca";"982070";"171123"
"São Paulo";"2009";"Manga";"186739";"81056"
"São Paulo";"2009";"Maracujá";"22432";"32876"
"São Paulo";"2009";"Marmelo";"-";"-"
"São Paulo";"2009";"Melancia";"160708";"65383"
"São Paulo";"2009";"Melão";"1656";"1035"
"São Paulo";"2009";"Milho (em grão)";"3674059";"1178847"
"São Paulo";"2009";"Noz (fruto seco)";"889";"781"
"São Paulo";"2009";"Palmito";"3071";"3069"
"São Paulo";"2009";"Pera";"1541";"1964"
"São Paulo";"2009";"Pêssego";"30238";"36056"
"São Paulo";"2009";"Pimenta-do-reino";"-";"-"
"São Paulo";"2009";"Rami (fibra)";"-";"-"
"São Paulo";"2009";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2009";"Soja (em grão)";"1327105";"895572"
"São Paulo";"2009";"Sorgo (em grão)";"85095";"18199"
"São Paulo";"2009";"Tangerina";"415054";"162785"
"São Paulo";"2009";"Tomate";"730385";"621383"
"São Paulo";"2009";"Trigo (em grão)";"111224";"52536"
"São Paulo";"2009";"Triticale (em grão)";"43591";"16546"
"São Paulo";"2009";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2009";"Urucum (semente)";"1738";"5465"
"São Paulo";"2009";"Uva";"185123";"283986"
"São Paulo";"2010";"Abacate";"83002";"30369"
"São Paulo";"2010";"Abacaxi*";"77729";"57537"
"São Paulo";"2010";"Açaí";"...";"..."
"São Paulo";"2010";"Alfafa fenada";"...";"..."
"São Paulo";"2010";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2010";"Algodão herbáceo (em caroço)";"29658";"32077"
"São Paulo";"2010";"Alho";"845";"1871"
"São Paulo";"2010";"Amendoim (em casca)";"202272";"203262"
"São Paulo";"2010";"Arroz (em casca)";"84429";"48950"
"São Paulo";"2010";"Aveia (em grão)";"11495";"3241"
"São Paulo";"2010";"Azeitona";"-";"-"
"São Paulo";"2010";"Banana (cacho)";"1238243";"925139"
"São Paulo";"2010";"Batata-doce";"30485";"20714"
"São Paulo";"2010";"Batata-inglesa";"598706";"320824"
"São Paulo";"2010";"Borracha (látex coagulado)";"131240";"316665"
"São Paulo";"2010";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2010";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2010";"Café (em grão) Total";"278264";"1107750"
"São Paulo";"2010";"Café (em grão) Arábica";"...";"..."
"São Paulo";"2010";"Café (em grão) Canephora";"...";"..."
"São Paulo";"2010";"Caju";"...";"..."
"São Paulo";"2010";"Cana-de-açúcar";"426572099";"15627096"
"São Paulo";"2010";"Cana para forragem";"...";"..."
"São Paulo";"2010";"Caqui";"80249";"91502"
"São Paulo";"2010";"Castanha de caju";"-";"-"
"São Paulo";"2010";"Cebola";"167247";"82758"
"São Paulo";"2010";"Centeio (em grão)";"-";"-"
"São Paulo";"2010";"Cevada (em grão)";"-";"-"
"São Paulo";"2010";"Chá-da-índia (folha verde)";"17400";"5348"
"São Paulo";"2010";"Coco-da-baía*";"37250";"27320"
"São Paulo";"2010";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2010";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2010";"Ervilha (em grão)";"247";"291"
"São Paulo";"2010";"Fava (em grão)";"-";"-"
"São Paulo";"2010";"Feijão (em grão)";"235234";"367749"
"São Paulo";"2010";"Figo";"5309";"12476"
"São Paulo";"2010";"Fumo (em folha)";"187";"126"
"São Paulo";"2010";"Girassol (em grão)";"700";"280"
"São Paulo";"2010";"Goiaba";"105781";"72304"
"São Paulo";"2010";"Guaraná (semente)";"-";"-"
"São Paulo";"2010";"Juta (fibra)";"-";"-"
"São Paulo";"2010";"Laranja";"14269383";"4522809"
"São Paulo";"2010";"Limão";"783174";"373319"
"São Paulo";"2010";"Linho (semente)";"-";"-"
"São Paulo";"2010";"Maçã";"1040";"935"
"São Paulo";"2010";"Malva (fibra)";"-";"-"
"São Paulo";"2010";"Mamão";"7160";"3535"
"São Paulo";"2010";"Mamona (baga)";"482";"394"
"São Paulo";"2010";"Mandioca";"1169080";"254617"
"São Paulo";"2010";"Manga";"211904";"96402"
"São Paulo";"2010";"Maracujá";"31959";"34896"
"São Paulo";"2010";"Marmelo";"-";"-"
"São Paulo";"2010";"Melancia";"191884";"73905"
"São Paulo";"2010";"Melão";"69";"49"
"São Paulo";"2010";"Milho (em grão)";"4026500";"1378495"
"São Paulo";"2010";"Noz (fruto seco)";"1153";"2284"
"São Paulo";"2010";"Palmito";"16919";"30931"
"São Paulo";"2010";"Pera";"213";"385"
"São Paulo";"2010";"Pêssego";"39484";"62167"
"São Paulo";"2010";"Pimenta-do-reino";"-";"-"
"São Paulo";"2010";"Rami (fibra)";"-";"-"
"São Paulo";"2010";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2010";"Soja (em grão)";"1412934";"921711"
"São Paulo";"2010";"Sorgo (em grão)";"79029";"18640"
"São Paulo";"2010";"Tangerina";"436313";"197518"
"São Paulo";"2010";"Tomate";"647793";"531884"
"São Paulo";"2010";"Trigo (em grão)";"120680";"55731"
"São Paulo";"2010";"Triticale (em grão)";"37755";"11835"
"São Paulo";"2010";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2010";"Urucum (semente)";"2936";"9926"
"São Paulo";"2010";"Uva";"190486";"320962"
"São Paulo";"2011";"Abacate";"91909";"40654"
"São Paulo";"2011";"Abacaxi*";"65893";"60673"
"São Paulo";"2011";"Açaí";"...";"..."
"São Paulo";"2011";"Alfafa fenada";"...";"..."
"São Paulo";"2011";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2011";"Algodão herbáceo (em caroço)";"39865";"74754"
"São Paulo";"2011";"Alho";"824";"1854"
"São Paulo";"2011";"Amendoim (em casca)";"258566";"319653"
"São Paulo";"2011";"Arroz (em casca)";"100942";"53811"
"São Paulo";"2011";"Aveia (em grão)";"1791";"573"
"São Paulo";"2011";"Azeitona";"-";"-"
"São Paulo";"2011";"Banana (cacho)";"1354528";"822377"
"São Paulo";"2011";"Batata-doce";"44128";"17855"
"São Paulo";"2011";"Batata-inglesa";"686717";"413603"
"São Paulo";"2011";"Borracha (látex coagulado)";"149778";"478529"
"São Paulo";"2011";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2011";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2011";"Café (em grão) Total";"238570";"1115787"
"São Paulo";"2011";"Café (em grão) Arábica";"...";"..."
"São Paulo";"2011";"Café (em grão) Canephora";"...";"..."
"São Paulo";"2011";"Caju";"...";"..."
"São Paulo";"2011";"Cana-de-açúcar";"427364854";"20974726"
"São Paulo";"2011";"Cana para forragem";"...";"..."
"São Paulo";"2011";"Caqui";"74202";"87011"
"São Paulo";"2011";"Castanha de caju";"-";"-"
"São Paulo";"2011";"Cebola";"133238";"59556"
"São Paulo";"2011";"Centeio (em grão)";"-";"-"
"São Paulo";"2011";"Cevada (em grão)";"-";"-"
"São Paulo";"2011";"Chá-da-índia (folha verde)";"14200";"15702"
"São Paulo";"2011";"Coco-da-baía*";"34749";"24231"
"São Paulo";"2011";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2011";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2011";"Ervilha (em grão)";"13";"29"
"São Paulo";"2011";"Fava (em grão)";"-";"-"
"São Paulo";"2011";"Feijão (em grão)";"216829";"331716"
"São Paulo";"2011";"Figo";"7257";"18619"
"São Paulo";"2011";"Fumo (em folha)";"159";"118"
"São Paulo";"2011";"Girassol (em grão)";"107";"80"
"São Paulo";"2011";"Goiaba";"112779";"87040"
"São Paulo";"2011";"Guaraná (semente)";"-";"-"
"São Paulo";"2011";"Juta (fibra)";"-";"-"
"São Paulo";"2011";"Laranja";"15293506";"4864711"
"São Paulo";"2011";"Limão";"853138";"346829"
"São Paulo";"2011";"Linho (semente)";"-";"-"
"São Paulo";"2011";"Maçã";"1153";"1069"
"São Paulo";"2011";"Malva (fibra)";"-";"-"
"São Paulo";"2011";"Mamão";"10124";"5187"
"São Paulo";"2011";"Mamona (baga)";"2491";"1549"
"São Paulo";"2011";"Mandioca";"1321297";"352551"
"São Paulo";"2011";"Manga";"227248";"108685"
"São Paulo";"2011";"Maracujá";"35052";"33413"
"São Paulo";"2011";"Marmelo";"-";"-"
"São Paulo";"2011";"Melancia";"242586";"116009"
"São Paulo";"2011";"Melão";"2735";"1412"
"São Paulo";"2011";"Milho (em grão)";"3362555";"1346515"
"São Paulo";"2011";"Noz (fruto seco)";"866";"3010"
"São Paulo";"2011";"Palmito";"15957";"29053"
"São Paulo";"2011";"Pera";"268";"500"
"São Paulo";"2011";"Pêssego";"33895";"67922"
"São Paulo";"2011";"Pimenta-do-reino";"-";"-"
"São Paulo";"2011";"Rami (fibra)";"-";"-"
"São Paulo";"2011";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2011";"Soja (em grão)";"1271437";"901771"
"São Paulo";"2011";"Sorgo (em grão)";"81944";"25665"
"São Paulo";"2011";"Tangerina";"382765";"167623"
"São Paulo";"2011";"Tomate";"827100";"664158"
"São Paulo";"2011";"Trigo (em grão)";"78507";"35573"
"São Paulo";"2011";"Triticale (em grão)";"21688";"6711"
"São Paulo";"2011";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2011";"Urucum (semente)";"2742";"7700"
"São Paulo";"2011";"Uva";"217290";"402500"
"São Paulo";"2012";"Abacate";"82780";"52626"
"São Paulo";"2012";"Abacaxi*";"87337";"84292"
"São Paulo";"2012";"Açaí";"...";"..."
"São Paulo";"2012";"Alfafa fenada";"...";"..."
"São Paulo";"2012";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2012";"Algodão herbáceo (em caroço)";"55853";"97079"
"São Paulo";"2012";"Alho";"40";"152"
"São Paulo";"2012";"Amendoim (em casca)";"291669";"371070"
"São Paulo";"2012";"Arroz (em casca)";"120620";"63122"
"São Paulo";"2012";"Aveia (em grão)";"3639";"962"
"São Paulo";"2012";"Azeitona";"-";"-"
"São Paulo";"2012";"Banana (cacho)";"1215435";"851210"
"São Paulo";"2012";"Batata-doce";"41449";"18256"
"São Paulo";"2012";"Batata-inglesa";"735671";"449148"
"São Paulo";"2012";"Borracha (látex coagulado)";"164301";"499696"
"São Paulo";"2012";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2012";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2012";"Café (em grão) Total";"275183";"1661934"
"São Paulo";"2012";"Café (em grão) Arábica";"275183";"1661934"
"São Paulo";"2012";"Café (em grão) Canephora";"-";"-"
"São Paulo";"2012";"Caju";"...";"..."
"São Paulo";"2012";"Cana-de-açúcar";"408001978";"22531851"
"São Paulo";"2012";"Cana para forragem";"...";"..."
"São Paulo";"2012";"Caqui";"79711";"125966"
"São Paulo";"2012";"Castanha de caju";"-";"-"
"São Paulo";"2012";"Cebola";"238300";"174893"
"São Paulo";"2012";"Centeio (em grão)";"-";"-"
"São Paulo";"2012";"Cevada (em grão)";"-";"-"
"São Paulo";"2012";"Chá-da-índia (folha verde)";"5550";"1322"
"São Paulo";"2012";"Coco-da-baía*";"26437";"17727"
"São Paulo";"2012";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2012";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2012";"Ervilha (em grão)";"-";"-"
"São Paulo";"2012";"Fava (em grão)";"-";"-"
"São Paulo";"2012";"Feijão (em grão)";"206738";"501245"
"São Paulo";"2012";"Figo";"10550";"26382"
"São Paulo";"2012";"Fumo (em folha)";"158";"119"
"São Paulo";"2012";"Girassol (em grão)";"536";"499"
"São Paulo";"2012";"Goiaba";"125462";"91913"
"São Paulo";"2012";"Guaraná (semente)";"-";"-"
"São Paulo";"2012";"Juta (fibra)";"-";"-"
"São Paulo";"2012";"Laranja";"13365983";"2970120"
"São Paulo";"2012";"Limão";"923178";"375190"
"São Paulo";"2012";"Linho (semente)";"-";"-"
"São Paulo";"2012";"Maçã";"3665";"5163"
"São Paulo";"2012";"Malva (fibra)";"-";"-"
"São Paulo";"2012";"Mamão";"12617";"8883"
"São Paulo";"2012";"Mamona (baga)";"127";"118"
"São Paulo";"2012";"Mandioca";"1354849";"357049"
"São Paulo";"2012";"Manga";"234380";"115966"
"São Paulo";"2012";"Maracujá";"28182";"42692"
"São Paulo";"2012";"Marmelo";"-";"-"
"São Paulo";"2012";"Melancia";"203960";"100824"
"São Paulo";"2012";"Melão";"100";"70"
"São Paulo";"2012";"Milho (em grão)";"4478520";"1844017"
"São Paulo";"2012";"Noz (fruto seco)";"1015";"3095"
"São Paulo";"2012";"Palmito";"96675";"157020"
"São Paulo";"2012";"Pera";"195";"408"
"São Paulo";"2012";"Pêssego";"37633";"86732"
"São Paulo";"2012";"Pimenta-do-reino";"-";"-"
"São Paulo";"2012";"Rami (fibra)";"-";"-"
"São Paulo";"2012";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2012";"Soja (em grão)";"1566956";"1423334"
"São Paulo";"2012";"Sorgo (em grão)";"71698";"24319"
"São Paulo";"2012";"Tangerina";"362968";"158064"
"São Paulo";"2012";"Tomate";"824337";"640421"
"São Paulo";"2012";"Trigo (em grão)";"122207";"69320"
"São Paulo";"2012";"Triticale (em grão)";"26800";"12036"
"São Paulo";"2012";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2012";"Urucum (semente)";"2677";"11780"
"São Paulo";"2012";"Uva";"214684";"474923"
"São Paulo";"2013";"Abacate";"85101";"71024"
"São Paulo";"2013";"Abacaxi*";"76277";"68623"
"São Paulo";"2013";"Açaí";"...";"..."
"São Paulo";"2013";"Alfafa fenada";"...";"..."
"São Paulo";"2013";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2013";"Algodão herbáceo (em caroço)";"48345";"66864"
"São Paulo";"2013";"Alho";"35";"141"
"São Paulo";"2013";"Amendoim (em casca)";"349775";"411024"
